range,tpr,tnr
6415,0.80716,0.80716
6425,0.80716,0.80716
6435,0.80716,0.80716
6445,0.80716,0.80716
6455,0.80716,0.80716
6465,0.80716,0.80716
6475,0.7966,0.7966
6485,0.7966,0.7966
6495,0.7966,0.7966
6505,0.7966,0.7966
6515,0.7966,0.7966
6525,0.7966,0.7966
6535,0.7966,0.7966
6545,0.7966,0.7966
6555,0.7966,0.7966
6565,0.7966,0.7966
6575,0.7966,0.7966
6585,0.7966,0.7966
6595,0.7966,0.7966
6605,0.7966,0.7966
6615,0.7966,0.7966
6625,0.7966,0.7966
6635,0.7966,0.7966
6645,0.7966,0.7966
6655,0.7966,0.7966
6665,0.7966,0.7966
6675,0.7966,0.7966
6685,0.7966,0.7966
6695,0.7966,0.7966
6705,0.7966,0.7966
6715,0.7966,0.7966
6725,0.7966,0.7966
6735,0.7966,0.7966
6745,0.7966,0.7966
6755,0.7966,0.7966
6765,0.7966,0.7966
6775,0.7966,0.7966
6785,0.7966,0.7966
6795,0.7966,0.7966
6805,0.7966,0.7966
6815,0.7966,0.7966
6825,0.7966,0.7966
6835,0.7966,0.7966
6845,0.7966,0.7966
6855,0.7966,0.7966
6865,0.7966,0.7966
6875,0.7966,0.7966
6885,0.7966,0.7966
6895,0.7966,0.7966
6905,0.7966,0.7966
6915,0.7966,0.7966
6925,0.7966,0.7966
6935,0.7966,0.7966
6945,0.7966,0.7966
6955,0.7966,0.7966
6965,0.7966,0.7966
6975,0.7966,0.7966
6985,0.7966,0.7966
6995,0.7966,0.7966
7005,0.7966,0.7966
7015,0.7966,0.7966
7025,0.7966,0.7966
7035,0.7966,0.7966
7045,0.7966,0.7966
7055,0.7966,0.7966
7065,0.7966,0.7966
7075,0.7966,0.7966
7085,0.7966,0.7966
7095,0.7966,0.7966
7105,0.7966,0.7966
7115,0.7966,0.7966
7125,0.7966,0.7966
7135,0.7966,0.7966
7145,0.7966,0.7966
7155,0.7966,0.7966
7165,0.7966,0.7966
7175,0.7966,0.7966
7185,0.7966,0.7966
7195,0.7966,0.7966
7205,0.7966,0.7966
7215,0.7966,0.7966
7225,0.7966,0.7966
7235,0.7966,0.7966
7245,0.7966,0.7966
7255,0.7966,0.7966
7265,0.7966,0.7966
7275,0.7966,0.7966
7285,0.7966,0.7966
7295,0.7966,0.7966
7305,0.7966,0.7966
7315,0.7966,0.7966
7325,0.7966,0.7966
7335,0.7966,0.7966
7345,0.7966,0.7966
7355,0.7966,0.7966
7365,0.7966,0.7966
7375,0.7966,0.7966
7385,0.7966,0.7966
7395,0.7966,0.7966
7405,0.74737,0.74737
7415,0.74737,0.74737
7425,0.74737,0.74737
7435,0.74737,0.74737
7445,0.74737,0.74737
7455,0.74737,0.74737
7465,0.74737,0.74737
7475,0.74737,0.74737
7485,0.74737,0.74737
7495,0.74737,0.74737
7505,0.74737,0.74737
7515,0.74737,0.74737
7525,0.74737,0.74737
7535,0.74737,0.74737
7545,0.74737,0.74737
7555,0.74737,0.74737
7565,0.74737,0.74737
7575,0.74737,0.74737
7585,0.74737,0.74737
7595,0.74737,0.74737
7605,0.74737,0.74737
7615,0.74737,0.74737
7625,0.74737,0.74737
